userName,at,content
Ignatius Rafael Ralmen,2024-10-27 13:00:53,"HD doang, kurangin lah dark sistem nya, dan plss di rank jangan ada yang ngetroll😡"
Aqipaneyla Hamzah,2024-10-27 13:00:20,Karena bagus dan tidak mengecewakan
Kafa Muhammad,2024-10-27 13:00:10,"Permainannya bagus sekali saya suka sekali dengan event nya.tapi montoon tolong kalo ngasih lawan yang seimbang lah masa pas aku main rank tapi kok musuhnya udah ada yang mytic,legends,epic,mytical honor.dan mereka sakit sekali damage nya.udah segitu aja."
azka muzaki awalludin,2024-10-27 12:59:16,BENER LAH KASI MECHMEKING TU JANGAN KASI LAWAN JAGO TIM KITA KE KNTL TERUS WIN5 LOSE 10 KEBIASAAN MOONTON KEK GINI JANGAN DI BIASAIN NANTI PEMAIN ML PINDAH KE HOK YANG LEBIH ADIL DARI PADA INI BUKAN MASALAH IFEND NYA IFEND NYA UDAH BAGUS TINGGAL MATCHMAKING NYA AJA KURANG ADIL JADI DIPERBAIKI LAGI YA MOONTON MATCHMAKING NYA ITU AJA SAYA KASIH BINTANG SATU DULU AJA YA MAAF BANGET BUAT MOONTON INIMAH
Alfhy Azzamy shauqy,2024-10-27 12:58:28,Game nya keren parah tapi ada yang kurang tolong developer tambahin mode Mayhem karna sudah tidak ada tolong di adakan lagi ya developer terimakasih
Stok Stok,2024-10-27 12:58:14,OI MONTON KASI GUE TEM BAGUS G DARK SISTEM BANYAK BOCIL AMA DARI FF PINDAH KE ML JADI NYA ORANG KE BANYAKAN DARK SISTEM MENDING MONTON. KASI GUE TEM YG. BAGUS LA MINIMAL GUE RERTING 1 BIN TANG
Desta Alamsyah,2024-10-27 12:57:50,Woi moonton hapus lah itu fitur drag sistem gw males main jadinya untung gw setia Ama MoLe
alviano putra,2024-10-27 12:57:46,Ini game apa dah dikasih musuh pro kasih tim bot aneh bikin kesel aja ini game sumpah
Iis Jambi,2024-10-27 12:57:42,Jangan ilangin dari sistem nanti saya ilang🗿 Good game untuk moonton maksih telah ngasih ni game
Sultan arung,2024-10-27 12:57:38,Moonton buatin fitur mundurin rekaman video la moonton ^_^ jadi gampang lihati momen yang mau di lihat supaya gak cape cape ulangi rekaman itu paham tidak.
Mbah Ti,2024-10-27 12:57:23,Malesin bgt padahal kan aku dah pakek wivi terus malah ngelek tiba tiba mati sendiri gerak sendiri pokoknya malesin bgt maininnya 😡😠🤬🤬😤
Dede Aik,2024-10-27 12:56:53,Gamenya tadi udah pernah aku mainin dulu tapi gamenya bagus itu aja yang aku mau sampein
Ninja Amay,2024-10-27 12:56:44,Game seru
gilang,2024-10-27 12:56:39,anjingg!!!!
Mang Hassan,2024-10-27 12:56:31,Jangan dikasih dari sistem moonton
Sandra Cantik,2024-10-27 12:56:28,"game bagus, hampir membuat saya membanting hp"
Revina Surya,2024-10-27 12:55:17,Awalnya coba² ahirnya ketagihan siapa lagi kalo bukan gw
Kyoo,2024-10-27 12:55:13,TIM NYA JELEK BGT COK 😭😭😭😭
Caca12,2024-10-27 12:55:10,bagus++keren good ml🤍🤍
Luh Mila,2024-10-27 12:54:34,Bagus banget aku suka sekali dengan keren dari motif nya
Tri Ana Safira,2024-10-27 12:54:17,"Tim tidak sesuai,musuhnya ex imo ex glory dikasih tim ex honor ex mawi,udh gtu egois semua Intinya game ini haram."
fahri Vivo,2024-10-27 12:54:01,"tolong matchmakingnya diperbaiki, masa dapet tim ampas mulu"
Reza Utama,2024-10-27 12:54:01,REAL DARK SISTEM
Agung Sidomuncul,2024-10-27 12:53:59,Kocak stak di loding gak bisa masuk
Mya Maharani,2024-10-27 12:53:57,saya menyukai game ini
RAIHAN AKBAR,2024-10-27 12:53:25,"gim ga jelas, lag, jaringan ga stabil, skin mulu skin, jaringan ga di benerin, kapitalis lu muntun"
xiomi Haoda,2024-10-27 12:52:46,Enak di mainkan tapi mine's nya kalah terus🗿
IHSAN Maulana,2024-10-27 12:52:00,Monton knp gw Los treak ter7ss dihh
Faesa Niswara,2024-10-27 12:51:44,Eh kalok lag tolong lah analog jangan gerak sendiri nyusahin mana gerak nya ke turet lawan
Kholis Pejagatan,2024-10-27 12:51:42,Moonton asu yg punya game ini kek babi gk punya perasaan bikin darah tinggi MOONTON *ASU MOONTON KEK BABI*
Son anakbaik##,2024-10-27 12:50:50,"game nya gak jelas bgt, gua lagi war malah lag pas ga ada musuh lancar"
Praditya Efriliana,2024-10-27 12:49:40,Karena geme ini seru banget pokoknya kalian harus coba
Angga 11,2024-10-27 12:48:42,Game tolol DRAKSISTEM semua tolol monton
Ricki Simarmata,2024-10-27 12:48:38,Moonton jaringan dalam pertandingan tolong diperbaiki Klau GK di perbaiki gw bakal pindah game sebelah Moonton taik
Diky Diky,2024-10-27 12:48:20,bagus gw rank epic dark sistem mulai banyak mohon dark sistem nya dikitn semoga di balas MOONTON
izaz alkhilmi,2024-10-27 12:48:07,Sistem matcmaking gak imbang
mirza kusuma,2024-10-27 12:47:59,kasih aku DM moonton🤬
Taufik Qurrohman,2024-10-27 12:47:50,GAME DAJJAL MONYET DIKASIH TIM SPEK EVOS MUSUHNYA RRQ GOBLOG GAME AJG
Work hard Pray hard,2024-10-27 12:46:59,Semuanya sudah bagus Tapi tolong Banned Teman saya Yaitu Amnambawan dan Boy mereka terbukti Dark sistem sehingga membahayakan player lain🙏🏻
muhamad rafif afkar,2024-10-27 12:46:58,ML gw capek ketemu drak system perbaiki lah monton gw mvp 5 kali berturut turut tapi kalah capek rasanya jingg
malik dzaky,2024-10-27 12:46:44,tolong perbaiki lagi sistem nya pas waktu di in game jaringan suka hilang tiba tiba
Muhamad Ricky,2024-10-27 12:46:39,"Gaem dragsistem , gaem busuk , gaem anjing game miskin, gaem haram"
sapda ahir,2024-10-27 12:46:39,Game aneh dasar
Firmansyah Effendi Channel Youtube,2024-10-27 12:46:22,"Baguss, sangat seru"
Hendi Net,2024-10-27 12:44:12,"Semua sudah lengkap dan sudah seperti harapan player ML, tapi yang saya minta adalah mohon kalau main di mode offline tolong skin yang sudah kita punya boleh di pakai, karena gak enak aja kalau gak ada skin di mode offline, gak kayak dulu, dulu bisa di pakai, tapi sekarang tidak bisa di pakai, jadi, tolong di balikin lagi kayak dulu di mode offline nya, itu saja dan terimakasih."
s alfarisyi,2024-10-27 12:43:51,Seru banget tapi kadang kadang jaringannya ngeleg
Muhammad Dimas,2024-10-27 12:43:42,Gem apa ini gak gena masak DRAK sistem mulu
Eliya Purnamawati,2024-10-27 12:43:40,Game play menantang tp kok aneh ya monton kalo ngasih tim bener dikit gua jd hyper exp kaya bangke gua pake exp hyper Indomaret jd tolong untuk monton kasih yg seimbang dan juga aku selalu respon untukmu monton
Pian Juriyan,2024-10-27 12:43:21,game ampas
Andra Z,2024-10-27 12:43:18,Gem tolol ngasi Kanti yang bener dikit
Ramadhani Santiaputra,2024-10-27 12:43:02,Males lah di troll mulu mana udah lose 14 kali
anime ku,2024-10-27 12:42:37,kasih team yg bener monton anj
mei ndari,2024-10-27 12:42:36,Moonton game terjelek didunia
Yoga Prayoga,2024-10-27 12:42:23,Najis banyak player ngetrol untuk solo sulit banget menang sistem taik tolong perbaiki!
Misnaya,2024-10-27 12:42:02,Seru
Iseu Yulianti Priadi,2024-10-27 12:41:42,"bagus, seru dan juga menyenangkan tapi.. minus nya boleh gk dark sistem nya di kurangi saya udah nangis beberapa kali gara² mlbb doang karna saya udah gendong² tapi tetap saja kalah"
Ahmad Tantowi,2024-10-27 12:41:37,Sangat menghibur
Karmiah 22,2024-10-27 12:41:33,Senang
Noval tri Anggoro,2024-10-27 12:41:03,"Bye bye moonton, sepertinya hp saya tidak dapat mengikuti update mlbb ini, karna saat mencoba main Sangat lag padahal sudah rata kiri"
Iin Komalasari,2024-10-27 12:40:42,Mantap 😁😆😅 ni game haru banyak download nih banyak keseruan di sini ada Hero damage tersakit yaitu Nolan sakit banget damage nya kayak dyrrot sakit banget damage nya
Saugi Ramlan,2024-10-27 12:40:42,"Awal main bagus bagus gameplay bagus efek,skin dan dll-nya bagus tapi pas ada rank mode y bagus aja sampai ke master. Di master itu jelek buruk tidak bagus timnya dikasih jelek jaringan tiba tiba rusak/bug dll,mohon moonton fix ini dan mengasih tim jangan pilih pilih pilih tim sesama skill kita karena banyak kejadian yang dinamain dark sistemini maksudnya kayak tim atau sesuatu melakukan hal tidak bagus seperti Layla roam dll.ya saya kasih bintang 2 karna gameplay tim no cool.mohon di fix monton"
Arip Arif,2024-10-27 12:40:35,Main gem ini pangkat nya asik evik aja
Difa Uli marwah,2024-10-27 12:40:06,Gabisa masuk dalam pertandingan?
FADIL,2024-10-27 12:39:24,Hu lostrek
Super Noobruh,2024-10-27 12:39:18,"Moonton update game nya dong, battle point jdi bisa di minta/di kasih, temen saya punya banyak bp kaga kepake klo bisa di kasih saya mau minta dah buat beli hero"
Syabil Intisar,2024-10-27 12:38:58,Game nya anehh kalau kita afk gk bisa main rank kredit skor nya tidak berubah
Sylvia Ptk,2024-10-27 12:37:26,Game tahi
Fais,2024-10-27 12:37:25,geme nya bagus sekin nya juga tapi aku selalu kalah gak papa kok grafik nya bagus banget tapi ada yang kurang boleh tak kasih aku DM maksud nya DIAMOND hehe please 😭😭😭
Rudy Anton,2024-10-27 12:37:17,Ya gk papa tapi @아구스:p adu rasengan 🌀 ' ╰🗿︿′ ‵︿） 〈.
Aris Dwi,2024-10-27 12:37:05,Game ini sangat bagus dan sangat menghibur tapi banyak banget yg spam chat
Unidev,2024-10-27 12:36:30,"Minimal kayak garena😂 lahh bikin game gk pay to win, karakter gk ada yg terlalu op, seenggaknya gw udh ngaja 27 orang buat pensi ml😹"
Byy Esa,2024-10-27 12:36:29,bagus bikin seru nyaman seru
Saskia Daihatsu Ramadhan,2024-10-27 12:35:50,Kara bisa buat lagi gabut
Azam Rasyid,2024-10-27 12:35:37,GW LOSESTREAK SU PINDAH HOK HOK THE BEST HOK LEBIH BAIK DARI ML HOK GAK BURIK KEK ML ML PLAGIAT DOTA
Marcel Apriyanto,2024-10-27 12:35:23,tolong diperbaiki lagi ton musuh gg team jelek sama sinyal nya ngeleg
Richan Fly,2024-10-27 12:34:14,Lumayan keren
Deky Zulkarnaen,2024-10-27 12:33:53,Bosen afk bentar aja dikurangin kredit skor nya pengen bikin akun baru malah makin nyusahin🤢🤢
Nur Ferdiyan,2024-10-27 12:33:23,Bagus sekali bisa dibuat Mabar sama temen atau sodara tapi dark sistem bikin emosi 😡🤬 game burik game babi. Jelek bet nih game kalo bisa bintang nol gua kasih dasar moonton babi
STN Fasyahri,2024-10-27 12:32:50,Bagus tapi banyak drak sistemnya🗿
Azis Hirman,2024-10-27 12:32:44,"Gua udah muak dengan game ini udah lagi ngelag Nemu dark system GK bener, mending pindah aj ke game lain dari mlbb mati suri"
Titik Sholihah,2024-10-27 12:32:39,"Kurang dijaringan aj si,soalnya buat maen HOK,FREE FIRE,BLOOD STRIKE itu lancar,tpi pas buat maen ml lag prah,sampe afk berapa kali gtw jga dah.But Overall ini game udh bagus banget"
Fira Ainy,2024-10-27 12:31:40,Bagus bgt game ny
Revan Andri,2024-10-27 12:30:49,Game bikin pusing fuul darksytem gw horor bisa bisa nya ketemu legend 3 biji musuh honor semua su
jerry,2024-10-27 12:30:49,Monton ngasi tim bener dikit
Zhako Gaming,2024-10-27 12:30:47,Game tolol game bokep
Hesti Wulandari016,2024-10-27 12:30:36,"Dapet musuh bekas epik kalah terus aku nya padahal baru grandmaster 3 udh diulti, seru iya sih tp ngak seimbang sama rank nya"
Muhammad Amal,2024-10-27 12:30:31,"Game lawak kagak benar..tim lawan kuat semua, tim kita kayak anak bayi baru lahir mainnya Parah lah.. blacklist saja game ini dari Playstore"
Tinah Kubang,2024-10-27 12:30:08,Game nya asik di mainin terus banyak event
anton gunawan,2024-10-27 12:29:53,Pokonamah well rating 99 dari 100%
Septyan Adhy,2024-10-27 12:29:49,Bintang 2 dlu Tolong yang butamap n yg suka ngetroll di bedakan match nya Kl Kya gini trus lama lama gw pindah game
jessica soriano,2024-10-27 12:29:04,Gamenya bagus
Hendra Ketam,2024-10-27 12:29:00,kecilin dikit monton mb ny HP ku ram kcil
Arjuna Wilder,2024-10-27 12:28:59,Game bagus aku menyukai nya
Fadil Noer,2024-10-27 12:28:32,GAME YANG BURUK BARU AJA PINLOK UDAH DI KASIH TEAM KAYAK BITTT BOTTT SEDANGKAN MUSUH JAGO JAGO NNTI GW SURUH BAPAK GW BLOKIR APL KAU
nita sitepu,2024-10-27 12:28:31,Game kok main dendam wlkwkwkwkwk
Ahmad Mufid Akram,2024-10-27 12:28:30,Banyak dark sistem susah naik rank khusunya di epic sama legend banyak yang troll Hero gak sesuai sama role lebih baik bikin sistem role kalau udah dipilih rolenya Hero yang bisa dipilih hanya Hero yang cocok di role tersebut soalnya dark sistemnya gedek banget sama kalau ada yang ngetroll atau gak bisa main langsung ban aja
Agnusdei Fransiskus,2024-10-27 12:28:26,Burik game nya banyak dari sistem
runa cakep,2024-10-27 12:28:07,Monton bisa kasi tim tu yang bagus gitu gw satu hari kala 10 kali menang 3 kali ini gimana dong gw kaya mau hapus gamenya tapi sayangnya memang game nya bagus ya tapi gitulah dapat timnya dark sistem.
Makda Sihite,2024-10-27 12:27:23,Seruu
M.TASRIF,2024-10-27 12:27:07,Monton kalo bisa epik nya jangan susah lah jadi bosan mainnya nihh
Galang Nailul,2024-10-27 12:26:58,Pad sepi ada even besar besaran kalo dah rame balik jadi awal lagi udah aku kena dark sistem terus 😡
nyong namane,2024-10-27 12:26:51,Tolong untuk recal tas tas nya keluarin lagi Saya dapat trial mulu
Azka Pranaja,2024-10-27 12:26:11,0% buat solo player untuk win
Fatkhur Rozi,2024-10-27 12:24:57,Habis di perbarui ngelag terus
Dina Ti,2024-10-27 12:24:55,Game yg sangat seru
Aldan Gibran82,2024-10-27 12:24:19,Bagus tapi agak ngeselin hehe skin nya bagus
Ardin Ardin,2024-10-27 12:24:17,Sangat menyenangkan
Ava Racing,2024-10-27 12:23:56,Mosok main peng 7 menang peng 1 tok
Wahid Muharrom,2024-10-27 12:23:29,seru kalau mabar cooyy sama teman dekat
Chairunnisa Krisdial,2024-10-27 12:23:12,Yang bener dong kalo kasi matching. Dark system mulu.
Andi Ridwan,2024-10-27 12:22:49,"Game nya udah bagus, cuma kalau lagi main solo, tim random nya tuh enggak sesuai, contohnya RANK beda, KDA beda, hasil pertandingan beda juga, apa lagi kalau pembagian LANE tuh enggak ada yang mau sesuaikan, bikin cape naik turun tidak masalah tapi TIM nya bikin greget pengen nabokk bjirr"
Dedit Yoga,2024-10-27 12:22:15,I like this game
Wahyu Dika,2024-10-27 12:21:55,Bagus tdi sekarang update
Sategoreng Boy,2024-10-27 12:21:40,Tidak adil dlm pembagian timm Musuhnya sepek proplayer giliran tim kita kayak spek warior apa lah
TETA,2024-10-27 12:21:38,"Gemnya bagus, masalahnya cuma satu, terlalu berat.. dikurangin dong beban gemnya, byar ringan di hp"
Rachmad Hafid,2024-10-27 12:21:35,Mantap
Winarto Bkl,2024-10-27 12:21:00,Sangat bagus untuk di main kan saat sedang ada waktu dan game ini seru sekali karena orang orang yang main nya begitu ramah
Nafvick Ach,2024-10-27 12:20:52,Saya dapet Fanny
Dwi Hernanda,2024-10-27 12:19:35,"Game udah bagus, tolong tim nya yang imbang"
Volx77 G4ming,2024-10-27 12:19:16,"peningkatan dikit, walaupun kadang masih bikin kesal 🙂"
Samiun Ok,2024-10-27 12:19:16,Suka banget tapi lebih di perhatikan soal jaringannya iya montoon
Najwatuz Syakhira,2024-10-27 12:18:44,jangan banyak banyak MB nya dong moonton ram ku cuma 2 apa aku pindah di honor of king
Aditia Maulana,2024-10-27 12:18:02,"Ply store hapus aja mobile legends banyak kekurangannya sering leg sendiri tapi jaringan nya bagus ,dan sering di kasih keras Mulu musuhnya, mobile legends banyak kekurangan"
Muhammad Riski,2024-10-27 12:17:05,Skill tim dan lawan tidak seimbang
Muhamad Putra,2024-10-27 12:16:47,Moonton lol penuh drak sistem lostrek mulu
Mentari,2024-10-27 12:15:52,Gamenya bagus bgt apalagi ada event-eventnya
TRsh?,2024-10-27 12:14:38,Game kikir
Sami Xyz,2024-10-27 12:14:01,jangan kasih tim gajelas monton
Zans Dean,2024-10-27 12:13:35,Game jelek dapat tim beban mulu dan sekali menang langsung dikasih klh menerus nerus
Matt Handz,2024-10-27 12:13:34,Sangat bagus si kata aku
Radityo Bismo aji Santosaa,2024-10-27 12:13:14,Masih aja pelit sama penggunanya mending hok enggak pelit sama penggunanya l
Ahmad Ibnu Aqil,2024-10-27 12:12:35,"Banyak bug,diantaranya yang pernah gw alamin diantaranya, main rank solo tim nya epic semua padahal gw legend sendiri ,bug sinyal ,dll"
Erniati Saing,2024-10-27 12:12:28,"Game gak jelas masa mau ganti foto profilnya tekeluar terus sampe harus ngeulang lagi, udh lama loginny bolak balek ganti profil tekeluar lagi mau isi album aja GK bisa gak jelas game as*"
joni jeck,2024-10-27 12:12:15,buat kalian yg belom download mending jangan downlaod game burik sekarang..mending main game honor of king
Khaiko Kutty,2024-10-27 12:12:07,Seru bgt
Tbnaji Dua,2024-10-27 12:11:57,Kurang Bagus Sih Tapi Tolong Hilangkan Hewannya Di Ganti Lagi Minion
Wahyu riski aji,2024-10-27 12:11:55,"Beli starlight cest ampe 500 dm nggak dapet starlight card nya,tau gitu mending buat beli langsung nggak abis 500 dm moontod babi"
Roti Kepet,2024-10-27 12:11:44,sAya BiSA berTemu teMAn temAn yg baik
Iksan Garenco,2024-10-27 12:10:51,Nice
Muhammad Rizal,2024-10-27 12:09:45,Eh moonton kasih lah tim yang jago jangan draksistem trus
Haikal Iki,2024-10-27 12:09:42,"Min kenapa akun ku kena update even maintenance? Aku gk pernah aneh"" loh"
Emang Boleh,2024-10-27 12:09:16,Sangat menyukai game ini
rida farida,2024-10-27 12:09:00,Seru tadi bikin kesal kalah mulu
Sri Jimah,2024-10-27 12:08:13,"Pihak Mobil legend makin lama makin gak jelas gamenya,"
Sultan Idris,2024-10-27 12:07:45,"game nya udah bagus tapi monton tolong ini udah di update kok gak bisa masuk ya?, jaringan juga bagus ini gimana ya monton?"
Jasuke Gayam Ciamis,2024-10-27 12:07:34,Game nya seru tapi parah setiap mau naik rangk tim nya suka beban
Mimi Roah,2024-10-27 12:07:07,Saya suka me mainkan game mobile lagend
Riki Pato,2024-10-27 12:06:50,Bagus game nya dark sistem tapi biarin Karena ini game lumayan seru juga
Nikmah Nikmah,2024-10-27 12:06:12,"game seruuu banget apalgi kalo winstreak, banyak event mlbb yg makin menarik!!"
King Fachri,2024-10-27 12:05:59,game nya bagus banget tapi turunininlah harga diamonds nya 🗿
Danto Dnt,2024-10-27 12:05:47,Game hebat seru sumpah kalah mulu hebattttt kagum gw hapus aja lah kalah mulu buat apaan
Jaka putra Utama,2024-10-27 12:05:41,Buruk main capek keluar sendiri capek terusin afk terus main bagus bagus tau tau afk terus menerus
Silvi Anaeva (Evajaygy),2024-10-27 12:05:24,"Ah entahlah apa yg dipikirkan ama moonton kualitas ml semakin menurun contoh saja kebanyakan update,sering ngelag,ngecrash padahal sinyal bagus,2 tim tidak seimbang ,terlalu banyak fitur sehingga mb semakin besar moonton ayolah segera hapus beberapa fitur ml moonton jujur lo lebih mentungin skin gratis anjir daripada kualitas game dan moonton pribadi bodoamat asal nge update aja ga liat kondisi yang hp nya kentang ga ngotak jir segitu takutnya player nya pindah ke HONOR OF KING TCH"
Ibrahim Himawan,2024-10-27 12:04:45,"GAME APAAN NIH NGASIH TIM GAK BENER TIM KITA DARK SISTEM GILIRAN TIM MUSUH JAGO JAGO SEMUA KITA UDAH REPORT MALAH GAK DIANGGAP ""LAPORAN TIDAK TERBUKTI"" LU KALO NGASIH TIM YANG BENER PANTESAN GAME LU SEPI PADA PENSI PADA PINDAH GAME SIFAT LU AJA KAYA GITU DASAR GAME KIKIR GAK GUNA DASAR GAME SAMPAH"
Albi firmansah Firmansah,2024-10-27 12:04:33,MOONTON TOLONG KO SAYA TIDAK BISA LOGIN YA TIBA' BNGT NGGA BISA LOGIN TOLONG DONG DI KEMBALIKAN LAGI PDAHAL TIDAK ADA YG NGEREPORT SAYA LOH
ARNO JEHALUT,2024-10-27 12:04:15,Keren
Khairul Saragih,2024-10-27 12:03:45,game nggk bagus sinyal bagus tpi kalo udh masuk game nya selalu jelek
Ardi Jongkat,2024-10-27 12:03:36,Even nya bagus tapi tolong min APUS drak sistem lost strek Mulu😭😭😭
Althaf,2024-10-27 12:03:24,"Game nya sangat seru bagus yaa serulah di mainin dan moonton pliss jangan keluarkan tim dark sistem ya,hanya segitu saja terimakasih🙏🙏🧏🤓"
Apiet Aliando,2024-10-27 12:03:04,👍👍👍
Budi Budi,2024-10-27 12:02:31,Gem terbaik
Nugraha Ardi,2024-10-27 12:02:27,Tolong perbaiki jaringan nyak saat main rank suka merah terus jaringannya dan saat main megic hest juga
Cahyo Ekosaputro,2024-10-27 12:02:18,"Moonton duel ta sni, dpet tim dark sistem mulu kga ada otak apa elu bgoo"""
Kenzo Lika,2024-10-27 12:01:56,Geme ini bagus banget walaupun kalah tetapi tetep seru
Ich san,2024-10-27 12:01:43,jangan main game ini. semakin dimainkan semakin anda kalah. tidak becus
Din pratwoto,2024-10-27 12:01:27,Mantap
hidayat hidayat,2024-10-27 12:00:42,Sangat seru
ALFANDO72 Gaming,2024-10-27 11:59:43,Gem tolol masa tim musuh jago semua tim gua kaga pada bisa main kalo bikin game yg bener lah bago udah gua laporin di customer services tetep sama aja gem tolol mending main game yg lain
El syarif Ahmad,2024-10-27 11:59:21,KREDIT SKOR SULIT DIDAPATKAN DAN MUDAH UNTUK HABIS
akbarreno 30,2024-10-27 11:59:17,Banyak orang bot
Nor Hidayah,2024-10-27 11:58:58,bagus banget mantap3
Candra Rusli,2024-10-27 11:58:39,Sekali gw main dapat tim beban
Arul Daviga,2024-10-27 11:57:34,Tolong lah ml bug jaringan nya di lihatin sedikit pas main jaringannya naik turun gua periksa di pengaturan jaringan nya ada anu mlbb di situ itu kasi ngeleg pada saat main tolong di bagusin sedikit jaringannya jamping jamping kadang hijau kata merah bikin naik tensi saja
Rendi Fadilla,2024-10-27 11:57:34,Gem gak jelas dikasi drak sistem semua Kwan aku
Ayub Ayubi,2024-10-27 11:57:08,At Ira Wibowo dan tidak bisa anda. 👍😎
Fauzi Ramadhan,2024-10-27 11:57:06,Mantap
Tegar [T.R] (American),2024-10-27 11:56:49,"“kami sayang Moonton, Moonton sayang kami„"
Fitriani P,2024-10-27 11:56:46,Game burik gembel GK ada atap gembel mati suri pula jngn download game jelek ini!!
Zidan Vian,2024-10-27 11:56:41,ini sumpa banyak sekin geratis bagus sekalih
Anissatul Khoiroh,2024-10-27 11:56:30,Suka
Liu xia Yan,2024-10-27 11:56:25,Keren2 karakternya dan spek nya juga beda sama ML yg lama. Ttp berikan perbedaan permainan nya agar makin yes dan top
Robi Js,2024-10-27 11:56:09,"Nga masuk di akal ni game tiap kali main ketemu tim apes Mulu, di buat hukum yg berat lh supaya main jgn asal², masah giliran dpt tim aneh mulu"
Ardila Dila,2024-10-27 11:55:39,Download nya lama banget dahh😒
Wayan Nyeneng,2024-10-27 11:55:13,Padahal saya sudah pakai WIFI atau data seluler masih saja tidak bisa login itu kenapa ya
Peri Sugan,2024-10-27 11:54:43,"Game nyh bagus sih tapi sayang pas main klo g party sering nyh nemu dark system, plis lahk montoon jngn ada in penjoki, yang joki baned aja"
Gantebg kali Kau yg mn,2024-10-27 11:54:08,"Game ngeselin,gua sebagai player solo selalu aja ketemu tim yang suka ngetroll Bisa dibilang dark sistem, jadi saya mohon untuk developer agar memperbaiki keseimbangan matching agar pemain tidak emosi karena lose streak Mulu mohon diperbaiki🙏🙏🙏"
Faisal Ahmad,2024-10-27 11:54:03,"Game ini cocok untukmu yg suka tantangan,saya diberikan 17 lose treak Dan itu membuat saya bahagia,di dalam tim kalian bisa melihat anomali berkeliaran dan ini yg membuat game ini sangat menantang,ditambah lagi ada rank khusus untukmu yg sangat bagus yakni epik dan legend,game ini bagus lah intinya buat kalian yg suka tantangan saya rekomendasikan game mlbb, itulah ulasan dari saya sekian terimakasih"
ILHAM ALIF,2024-10-27 11:53:58,"game sampah, banyak dark sistem, tolong dong hilangin dark sistemnya"
Anthony Anton,2024-10-27 11:53:16,Moonton lagi baik makasih ya Skin epic gratisnya
LIA SAYANGRIDWAN,2024-10-27 11:52:28,Montonn babi
Sumber komsel,2024-10-27 11:52:19,Enakan menghibur
Masbro Bro,2024-10-27 11:51:47,DiYAN KOSTA 🇨🇷 FB MASDIANOOR 🇸🇬🏔️
Muhamad Fahril,2024-10-27 11:51:31,banyak draksistem
Dimas Andreansyah,2024-10-27 11:51:26,Naon ai sia lier urng eleh wae hayang di adu (maen bal) titadi eleh Weh haben sia geleh ka aing goblok
Nailis Syifa,2024-10-27 11:51:18,diksih ls trs aplgi dkrsstm
Suharti Arti,2024-10-27 11:50:44,"Moonton tolong dong kalo matchmaking kasih lawan yg seimbang, jgn tim musuh jago jago malah tim sendiri bot. Jadinya lose streak mulu malah turun rank!!!!"
Turi Ayyubi,2024-10-27 11:50:17,Kenapa game nya gak bisa di masukan jir
Yunandha Helga,2024-10-27 11:50:06,Matchmaking ga adil dapet musuh rank tinggi sedangkan tim rank rendah
Rama Putra,2024-10-27 11:49:57,game sudah bagus bug jaringan dari 2023 sampai sekarang masih belum ada perubahan ya kak aku main ga nyaman sekali
Aden Arkananta,2024-10-27 11:49:54,Woy kalo bikin game yang benar masa dapet musuh hebat tim ga bisa main gimana sih moonton game banyak cheat
ichal ichal,2024-10-27 11:49:31,Moonton
Ririn Rin,2024-10-27 11:49:28,Game nya bagus
Putra,2024-10-27 11:49:09,kasih dong skin gratis lagi 😙😙
Mutiara arsya,2024-10-27 11:49:02,"Game nya sih bagus , malah jadi game vaforit sy , tapi setiap mau naik renk kalah trs , kita udh main bener malah di kasih tim BBN , tapi terus² di kasih musuh yg susah , kasih lah lawan yg sepadan biar tambah seru , jujur makin bosen main karna trs² di kasih tim yg g bnr , dan trs²san di kasih kalah , itu aja sih"
Dwi febrianto Dwiky,2024-10-27 11:48:37,"Server serakang jelek banget banyak ngeleg nya , payah"
arif gaming,2024-10-27 11:48:32,BANYAK : DRAKSISTEM + TIM Computer Game sangat gk jelas
Amelya Putri,2024-10-27 11:48:25,Event kinshin nya kelamaan 😔
Shin Store,2024-10-27 11:48:25,"Ku kasih 5 karena di ksih win streak, kalo ga win streak lagi gua kasih bintang 1, nama ml gua Yone. Tolong di kasih win streak lgi"
Kusmini,2024-10-27 11:47:10,bisa mode offline
M alif Alif,2024-10-27 11:46:22,Gamenya bagus sekali
Arjun Maulana,2024-10-27 11:46:10,seru bngt
Boncabe Level50,2024-10-27 11:45:55,"Moonton saya afk karna mau sholat, jadi jangan hukum saya."
ari prayoga,2024-10-27 11:45:15,baik
Raditya Prattz,2024-10-27 11:45:03,Monton ngasih dari sistem terus
Rafif Zakaria,2024-10-27 11:45:00,La kan game nya tidak asik😹 game taaii Sherlock aj yuk
eda 3105,2024-10-27 11:44:58,Sering lag lagi war tiba-tiba berhenti dan ga gerak dan ujung-ujungnya mati wkwkwk klo solo pasti dapet nya darksystem cape beut anj
Rangga Ahmadun,2024-10-27 11:44:57,tolong perbaiki match yg tidak adil contoh musuh mantan imortal tetapi tim kita cuman mantan mitik romawi
Al Farud,2024-10-27 11:44:02,gw dikasih dark sistem mulu anjinggggggg
Sahrul Lahasi,2024-10-27 11:42:54,Makasih moonton udh kasih skin gratis love you😅😘
gavinowen bagaskara,2024-10-27 11:42:30,Terlalu jauh moontoon. Aku kecewa
